displacement,horsepower,weight,acceleration
259.0,88.3,3074,14.9
395.2,65.9,5181,15.8
380.6,103.2,3543,8.3
103.4,112.0,4680,12.8
141.1,151.4,3987,15.4
130.8,148.7,2591,18.8
315.1,60.5,2345,15.7
343.5,109.3,3644,13.7
156.2,77.3,2816,14.6
246.8,73.5,3727,12.1
350.6,174.1,3353,23.7
317.2,56.3,1856,16.9
258.1,112.9,3959,8.2
273.0,75.2,1804,8.3
247.6,181.9,3237,24.5
182.2,133.6,5053,11.8
265.2,84.7,4884,21.7
303.6,125.4,3162,9.0
360.7,159.7,3620,23.7
287.3,193.7,3082,22.9
325.9,83.1,3937,17.7
139.6,182.9,4463,8.2
233.1,190.1,4738,12.4
92.9,187.5,4545,14.9
166.5,145.3,3073,15.8
315.2,144.5,5126,13.1
397.5,110.5,4745,8.6
120.7,162.9,4818,18.0
214.5,129.7,2931,16.9
338.0,151.6,2467,12.8
153.3,114.3,4441,8.6
262.1,159.7,4436,24.9
317.3,173.7,4332,16.2
281.0,72.0,4829,20.9
148.3,174.9,4819,15.7
200.2,131.0,3081,8.7
333.0,176.7,4486,13.3
261.8,114.7,2796,13.4
91.6,106.9,3726,22.3
325.9,187.3,2081,19.1
100.9,87.7,4833,12.7
321.2,176.6,4959,24.5
152.8,122.6,3027,13.5
387.0,127.1,3863,25.0
204.1,96.3,5022,24.9
191.3,136.0,2735,11.3
136.2,98.8,2053,13.3
184.7,55.9,3011,16.3
361.8,90.8,2128,19.3
398.9,51.0,4391,17.0
204.2,196.8,4630,24.5
229.1,194.9,4844,20.3
313.8,109.3,3220,11.6
364.7,159.3,3340,9.8
273.8,101.9,4692,19.7
211.4,150.7,2992,10.7
217.9,170.8,3516,21.4
305.6,192.0,4213,13.3
91.0,110.0,3001,13.6
282.1,167.5,2454,8.2
200.2,89.9,3185,19.9
336.2,198.5,2559,9.9
118.8,53.9,4486,21.1
272.3,140.5,3598,16.4
239.1,148.9,2863,21.3
289.1,153.2,4771,17.9
110.1,68.1,2215,9.4
269.8,190.8,2054,21.0
264.1,77.2,2966,9.2
263.8,143.4,3676,16.1
277.1,83.4,4557,10.9
299.7,96.1,4424,20.8
339.5,132.0,2699,23.5
173.6,112.6,3858,17.4
345.8,74.0,1825,17.0
244.5,75.6,4804,21.0
113.9,112.7,2220,8.1
108.2,163.6,3044,23.6
193.6,184.7,3676,11.4
333.3,62.6,4343,24.7
309.4,109.0,3060,20.5
334.5,65.0,4084,21.2
250.4,52.5,2808,19.2
226.5,149.3,2018,16.0
135.7,140.4,3310,17.7
191.7,74.5,3759,8.8
224.5,85.1,4308,18.6
117.5,53.6,2462,18.6
158.4,175.2,4482,23.2
275.4,196.2,5015,16.6
318.1,70.3,2789,9.3
399.5,84.7,1988,13.2
379.3,180.3,2054,19.1
289.2,189.0,1867,12.1
220.6,112.9,2415,12.8
287.2,57.6,4183,21.9
333.6,55.9,4518,17.9
126.7,136.1,4668,16.6
217.1,108.9,2673,13.4
350.3,54.3,4147,20.4
209.0,137.5,3425,12.9
267.3,51.7,2156,20.5
272.2,168.1,2055,9.2
147.2,96.0,2807,22.7
202.3,56.0,4200,16.5
193.7,138.3,3555,15.5
98.1,109.7,4371,18.4
97.5,196.1,4797,18.6
347.8,131.6,4603,10.2
174.7,91.3,2083,20.9
250.6,156.4,5183,12.7
182.6,90.7,1898,23.4
381.6,185.6,1996,21.9
170.4,106.2,4329,13.9
223.2,132.5,2677,21.7
360.5,57.6,5097,14.1
351.0,113.9,3668,9.7
147.7,174.9,4462,24.4
338.8,170.8,4465,19.1
232.0,83.6,3188,15.8
239.7,83.9,4215,14.8
131.4,172.6,2369,13.5
115.0,189.6,4437,24.7
315.7,64.3,4946,10.3
243.9,117.5,2865,13.4
225.4,100.6,2221,16.3
316.1,180.6,4683,16.1
327.3,62.5,3004,16.0
139.3,81.7,2344,11.0
279.2,162.9,1870,10.5
132.0,57.7,4976,12.3
322.9,123.9,3023,23.5
293.7,116.3,4972,9.9
386.6,100.2,2567,20.9
111.4,109.2,4154,20.9
107.7,129.5,3506,21.8
177.5,74.2,4224,23.1
